"A performance comparison of dynamic Web technologies,Evaluation of the Effectiveness of a Web-Based e-Learning System for Tertiary Educational Institution",Evaluation of the Effectiveness of a Web-Based e-Learning System for Tertiary Educational Institution,"Touhid Bhuiyan,Sharmin Khan,Aynun Nahar",,https://www.semanticscholar.org/paper/a47114844f052867d062443b6cb2425beab0918f,
"A performance comparison of dynamic Web technologies,Finding external indicators of load on a web server via analysis of black-box performance measurements",Finding external indicators of load on a web server via analysis of black-box performance measurements,"Marc Chiarini,Alva L. Couch,Yizhan Sun,Hengky Susanto,Ning Wu",,https://www.semanticscholar.org/paper/5cec53e3871105e08c4924110cfb5f39d9e6a9fd,2010
"A performance comparison of dynamic Web technologies,Internet Based Robot Control Using CORBA Based Communications",Internet Based Robot Control Using CORBA Based Communications,"S. Verret,J. Collier,A. V. Bertoldi",,https://www.semanticscholar.org/paper/4f981a8a77dd4714fad693b16da85ca6399d0eef,2009
"A performance comparison of dynamic Web technologies,Design & Implementation of Jmeter Framework for Performance Comparison in Ruby , PHP , & Python Web Applications","Design & Implementation of Jmeter Framework for Performance Comparison in Ruby , PHP , & Python Web Applications","Varun Kumar,Dr. Vinay Chopra",,https://www.semanticscholar.org/paper/5a3b275bcf158124baa50377569d155c54420e61,2017
"A performance comparison of dynamic Web technologies,Modeling Dynamic Web Content",Modeling Dynamic Web Content,"Antonio Barili,Mariacarla Calzarossa,Daniele Tessera",10.1007/978-3-540-30182-0_65,https://www.semanticscholar.org/paper/b58fbeefcced59cf7c9f6fe2c211c347d7c1743e,2004
"A performance comparison of dynamic Web technologies,Runtime Analysis on Open Source Technologies",Runtime Analysis on Open Source Technologies,"Naresh Babu Muppalaneni,Lucas Palacios,Mehmet Ates Aksit,Nancy A Dasso,Xiaoyin Feng",10.1109/iccmc.2018.8488033,https://www.semanticscholar.org/paper/51096f9678bc5503bd2ec20c3b004465199e4c4f,2018
"A performance comparison of dynamic Web technologies,Impact of Technology Trends on the Performance of Current and Future Web-based Systems",Impact of Technology Trends on the Performance of Current and Future Web-based Systems,"Mauro Andreolini,Michele Colajanni,Riccardo Lancellotti",,https://www.semanticscholar.org/paper/6583eb824153bd15ad92181e57c9481a505e4509,2005
"A performance comparison of dynamic Web technologies,The Design and Performance of a Bare PC Web Server",The Design and Performance of a Bare PC Web Server,"Long He,Ramesh K. Karne,Alexander L. Wijesinha",,https://www.semanticscholar.org/paper/8b00efdb4654d8b5e849d96477a4e99173ad7d6d,2008
"Measurement, Analysis and Performance Improvement of the Apache Web Server.,A performance comparison of dynamic Web technologies","Measurement, Analysis and Performance Improvement of the Apache Web Server.","Yiming Hu,Ashwini K. Nanda,Qing Yang",,https://www.semanticscholar.org/paper/c3bedc8e26ae36db026d876b613be90235f41129,2001
"Httperf - a Tool for Measuring Web Server Performance,A performance comparison of dynamic Web technologies",Httperf - a Tool for Measuring Web Server Performance,"David Mosberger,Tai Jin",10.1145/306225.306235,https://www.semanticscholar.org/paper/3cda09fdc91d7f85a138a4d56848a3a0708df76f,1998
"Measuring Web performance in the wide area,A performance comparison of dynamic Web technologies",Measuring Web performance in the wide area,"Paul Barford,Mark Crovella",10.1145/332944.332953,https://www.semanticscholar.org/paper/32a516e25fec4d6505795d2593abf0a634974939,1999
"Characterizing the scalability of a large web-based shopping system,A performance comparison of dynamic Web technologies",Characterizing the scalability of a large web-based shopping system,"Martin F. Arlitt,Diwakar Krishnamurthy,Jerome A. Rolia",10.1145/383034.383036,https://www.semanticscholar.org/paper/52bcb3f0435440a2a30f1e3543b01b3b13d077b7,2001
"Performance Comparison of Middleware Architectures for Generating Dynamic Web Content,A performance comparison of dynamic Web technologies",Performance Comparison of Middleware Architectures for Generating Dynamic Web Content,"Emmanuel Cecchet,Anupam Chanda,Sameh Elnikety,Julie Marguerite,Willy Zwaenepoel",10.1007/3-540-44892-6_13,https://www.semanticscholar.org/paper/3be2848bccd9f1643671711fb923a1176f7dac93,2003
"Techniques for Developing and Measuring High-Performance Web Servers over ATM Networks,A performance comparison of dynamic Web technologies",Techniques for Developing and Measuring High-Performance Web Servers over ATM Networks,"James C. Hu,Sumedh Mungee,Douglas C. Schmidt",,https://www.semanticscholar.org/paper/050c4fbcd92d078b541b91871efc6e349bfb821f,1998
